ticker,name,industry,marketCap
LNZA,"LanzaTech Global, Inc.",Waste Management,88313993
LOAN,"Manhattan Bridge Capital, Inc.",REIT - Mortgage,50959190
LOAR,Loar Holdings Inc.,Aerospace & Defense,6018052436
LOB,"Live Oak Bancshares, Inc.",Banks - Regional,1851423208
LOBO,Lobo Technologies Ltd.,Auto Manufacturers,7297392
LOCL,Local Bounti Corporation,Farm Products,38974394
LOCO,"El Pollo Loco Holdings, Inc.",Restaurants,310632676
LODE,Comstock Inc.,Other Precious Metals & Mining,188421732
LOGI,Logitech International S.A.,Computer Hardware,12709572497
LOKV,Live Oak Acquisition Corp. V,Shell Companies,296700000
LOMA,Loma Negra CompaÃ±Ã­a Industrial Argentina Sociedad AnÃ³nima,Building Materials,1328007649
LONA,"LeonaBio, Inc.",Biotechnology,43598714
LOOP,"Loop Industries, Inc.",Specialty Chemicals,61872070
LOPE,"Grand Canyon Education, Inc.",Education & Training Services,4345878545
LOT,Lotus Technology Inc.,Auto Manufacturers,739999119
LOVE,The Lovesac Company,"Furnishings, Fixtures & Appliances",190460891
LOW,"Lowe's Companies, Inc.",Home Improvement Retail,160168469517
LPA,Logistic Properties of the Americas,Real Estate - Development,75566578
LPAA,Launch One Acquisition Corp.,Shell Companies,306187500
LPBB,Launch Two Acquisition Corp.,Shell Companies,304175000
LPCN,Lipocine Inc.,Biotechnology,48135242
LPCV,Launchpad Cadenza Acquisition Corp I,Shell Companies,284625000
LPG,Dorian LPG Ltd.,Oil & Gas Midstream,1375505235
LPL,"LG Display Co., Ltd.",Consumer Electronics,4137831750
LPLA,LPL Financial Holdings Inc.,Capital Markets,26427496258
LPRO,Open Lending Corporation,Credit Services,160146695
LPSN,"LivePerson, Inc.",Software - Application,32132519
LPTH,"LightPath Technologies, Inc.",Electronic Components,664936609
LPX,Louisiana-Pacific Corporation,Building Products & Equipment,6538824553
LQDA,Liquidia Corporation,Biotechnology,3396303656
LQDT,"Liquidity Services, Inc.",Internet Retail,938790178
LRCX,Lam Research Corporation,Semiconductor Equipment & Materials,288828244590
LRE,"Lead Real Estate Co., Ltd",Real Estate - Development,17461632
LRHC,La Rosa Holdings Corp.,Real Estate Services,695500
LRMR,"Larimar Therapeutics, Inc.",Biotechnology,274745158
LRN,"Stride, Inc.",Education & Training Services,3548861436
LSAK,"Lesaka Technologies, Inc.",Software - Infrastructure,367205066
LSBK,"Lake Shore Bancorp, Inc.",Banks - Regional,113468148
LSCC,Lattice Semiconductor Corporation,Semiconductors,13650598189
LSE,"Leishen Energy Holding Co., Ltd.",Oil & Gas Equipment & Services,77284988
LSF,"Laird Superfood, Inc.",Packaged Foods,28961922
LSH,Lakeside Holding Limited,Integrated Freight & Logistics,21207376
LSPD,Lightspeed Commerce Inc.,Software - Application,1219478377
LSTA,"Lisata Therapeutics, Inc.",Biotechnology,40134335
LSTR,"Landstar System, Inc.",Integrated Freight & Logistics,4678306603
LTBR,Lightbridge Corporation,Electrical Equipment & Parts,384862423
LTC,"LTC Properties, Inc.",REIT - Healthcare Facilities,1863143333
LTH,"Life Time Group Holdings, Inc.",Leisure,6461008573
LTM,LATAM Airlines Group S.A.,Airlines,17815414873
LTRN,Lantern Pharma Inc.,Biotechnology,29750565
LTRX,"Lantronix, Inc.",Communication Equipment,211161578
LU,Lufax Holding Ltd,Credit Services,2392061342
LUCD,Lucid Diagnostics Inc.,Medical Devices,167284847
LUCK,Lucky Strike Entertainment Corporation,Leisure,1038292292
LUCY,"Lucyd, Inc",Medical Instruments & Supplies,5457187
LUD,Luda Technology Group Limited,Steel,145896700
LULU,lululemon athletica inc.,Apparel Retail,19886886519
LUMN,"Lumen Technologies, Inc.",Telecom Services,8205149920
LUNG,Pulmonx Corporation,Medical Devices,58570788
LUNR,"Intuitive Machines, Inc.",Aerospace & Defense,2833043435
LUV,Southwest Airlines Co.,Airlines,24973693432
LUXE,LuxExperience B.V.,Luxury Goods,1383597009
LVLU,"Lulu's Fashion Lounge Holdings, Inc.",Apparel Retail,38972155
LVO,"LiveOne, Inc.",Entertainment,55308730
LVRO,Lavoro Limited,Agricultural Inputs,116877472
LVS,Las Vegas Sands Corp.,Resorts & Casinos,38182798382
LVWR,"LiveWire Group, Inc.",Auto Manufacturers,477333642
LW,"Lamb Weston Holdings, Inc.",Packaged Foods,6987046964
LWAC,LightWave Acquisition Corp.,Shell Companies,303456750
LWAY,"Lifeway Foods, Inc.",Packaged Foods,333053047
LWLG,"Lightwave Logic, Inc.",Specialty Chemicals,483556828
LX,LexinFintech Holdings Ltd.,Credit Services,467772530
LXEH,"Lixiang Education Holding Co., Ltd.",Education & Training Services,4370001
LXEO,"Lexeo Therapeutics, Inc.",Biotechnology,479161802
LXFR,Luxfer Holdings PLC,Specialty Industrial Machinery,416321126
LXP,LXP Industrial Trust,REIT - Industrial,2854414271
LXRX,"Lexicon Pharmaceuticals, Inc.",Biotechnology,559480783
LXU,"LSB Industries, Inc.",Chemicals,704336645
LYB,LyondellBasell Industries N.V.,Specialty Chemicals,18597819860
LYEL,"Lyell Immunopharma, Inc.",Biotechnology,533223245
LYFT,"Lyft, Inc.",Software - Application,5195304193
LYG,Lloyds Banking Group plc,Banks - Regional,81663516982
LYRA,"Lyra Therapeutics, Inc.",Biotechnology,2342844
LYTS,LSI Industries Inc.,Electronic Components,657066545
LYV,"Live Nation Entertainment, Inc.",Entertainment,35962246083
LZ,"LegalZoom.com, Inc.",Specialty Business Services,1180619918
LZB,La-Z-Boy Incorporated,"Furnishings, Fixtures & Appliances",1545598906
LZM,Lifezone Metals Limited,Other Industrial Metals & Mining,379542888
LZMH,LZ Technology Holdings Limited,Information Technology Services,176401200
M,"Macy's, Inc.",Department Stores,5804228269
MA,Mastercard Incorporated,Credit Services,470395321560
MAA,"Mid-America Apartment Communities, Inc.",REIT - Residential,15991831105
MAAS,Maase Inc.,Asset Management,2167677902
MAC,The Macerich Company,REIT - Retail,4749791270
MACI,Melar Acquisition Corp. I,Shell Companies,231567572
MAGH,Magnitude International Ltd,Engineering & Construction,236600000
MAGN,Magnera Corporation,Household & Personal Products,487203498
MAIA,"MAIA Biotechnology, Inc.",Biotechnology,75383616
MAIN,Main Street Capital Corporation,Asset Management,5454985493
MAMA,"Mama's Creations, Inc.",Packaged Foods,613052262
MAMK,MaxsMaking Inc.,Conglomerates,216125000
MAMO,Massimo Group,Recreational Vehicles,41432745
MAN,ManpowerGroup Inc.,Staffing & Employment Services,1352340628
MANE,"Veradermics, Incorporated",Biotechnology,1659333206
MANH,"Manhattan Associates, Inc.",Software - Application,8220659193
MANU,Manchester United plc,Entertainment,2962422253
MAPS,"WM Technology, Inc.",Software - Application,117217387
MAR,"Marriott International, Inc.",Lodging,94090715434
MARA,"MARA Holdings, Inc.",Capital Markets,2741836559
MARPS,Marine Petroleum Trust,Oil & Gas Midstream,8680000
MAS,Masco Corporation,Building Products & Equipment,15787693371
MASI,Masimo Corporation,Medical Devices,7141806659
MASK,3 E Network Technology Group Limited,Software - Application,5519653
MASS,908 Devices Inc.,Medical Devices,232177954
MAT,"Mattel, Inc.",Leisure,4926554694
MATH,Metalpha Technology Holding Limited,Capital Markets,54607118
MATV,"Mativ Holdings, Inc.",Specialty Chemicals,793969775
MATW,Matthews International Corporation,Conglomerates,800251543
MATX,"Matson, Inc.",Marine Shipping,4932681537
MAX,"MediaAlpha, Inc.",Internet Content & Information,486833645
MAXN,"Maxeon Solar Technologies, Ltd.",Solar,43347866
MAYS,"J.W. Mays, Inc.",Real Estate Services,78615420
MAZE,"Maze Therapeutics, Inc.",Biotechnology,2263538646
MB,MasterBeef Group,Restaurants,78810070
MBAI,Check-Cap Ltd.,Diagnostics & Research,12827512
MBAV,M3-Brigade Acquisition V Corp.,Shell Companies,382375000
MBBC,"Marathon Bancorp, Inc.",Banks - Regional,37526177
MBC,"MasterBrand, Inc.","Furnishings, Fixtures & Appliances",1466837322
MBCN,Middlefield Banc Corp.,Banks - Regional,280887126
MBI,MBIA Inc.,Insurance - Specialty,307506182
MBIN,Merchants Bancorp,Banks - Regional,2167993445
MBIO,"Mustang Bio, Inc.",Biotechnology,6639324
MBLY,Mobileye Global Inc.,Auto Parts,7896505504
MBOT,Microbot Medical Inc.,Medical Instruments & Supplies,140360312
MBRX,"Moleculin Biotech, Inc.",Biotechnology,12809593
MBUU,"Malibu Boats, Inc.",Recreational Vehicles,577417660
MBVI,M3-Brigade Acquisition Vi Corp.,Shell Companies,435131250
MBWM,Mercantile Bank Corporation,Banks - Regional,924000096
MBX,"MBX Biosciences, Inc.",Biotechnology,1791824944
MC,Moelis & Company,Capital Markets,4796829799
MCB,Metropolitan Bank Holding Corp.,Banks - Regional,934407707
MCBS,"MetroCity Bankshares, Inc.",Banks - Regional,833127426
MCD,McDonald's Corporation,Restaurants,236492216548
MCFT,"MasterCraft Boat Holdings, Inc.",Recreational Vehicles,385789376
MCGA,Yorkville Acquisition Corp.,Shell Companies,238878063
MCHB,Mechanics Bancorp,Banks - Regional,3392605788
MCHP,Microchip Technology Incorporated,Semiconductors,42706410345
MCHX,"Marchex, Inc.",Advertising Agencies,69193352
MCK,McKesson Corporation,Medical Distribution,112198509696
MCO,Moody's Corporation,Financial Data & Stock Exchanges,74050073945
MCRB,"Seres Therapeutics, Inc.",Biotechnology,74362386
MCRI,"Monarch Casino & Resort, Inc.",Resorts & Casinos,1754282519
MCRP,Micropolis AI Robotics,Computer Hardware,105014225
MCS,The Marcus Corporation,Entertainment,484970191
MCTA,Charming Medical Limited,Medical Care Facilities,504260190
MCW,"Mister Car Wash, Inc.",Auto & Truck Dealerships,1929377705
MCY,Mercury General Corporation,Insurance - Property & Casualty,5248626295
MD,"Pediatrix Medical Group, Inc.",Medical Care Facilities,1773696219
MDAI,"Spectral AI, Inc.",Medical Devices,46340231
MDB,"MongoDB, Inc.",Software - Infrastructure,29035696462
MDBH,"MDB Capital Holdings, LLC",Capital Markets,32031191
MDCX,Medicus Pharma Ltd.,Drug Manufacturers - General,25373688
MDGL,"Madrigal Pharmaceuticals, Inc.",Biotechnology,10753176027
MDIA,MediaCo Holding Inc.,Broadcasting,51875569
MDLN,Medline Inc.,Medical Instruments & Supplies,60010136325
MDLZ,"Mondelez International, Inc.",Confectioners,79294973084
MDRR,"Medalist Diversified REIT, Inc.",REIT - Diversified,27540660
MDT,Medtronic plc,Medical Devices,129329593303
MDU,"MDU Resources Group, Inc.",Utilities - Regulated Gas,4253206505
MDV,"Modiv Industrial, Inc.",REIT - Industrial,177906192
MDWD,MediWound Ltd.,Biotechnology,219759362
MDXG,"MiMedx Group, Inc.",Biotechnology,753839989
MDXH,MDxHealth SA,Diagnostics & Research,169280882
MEC,"Mayville Engineering Company, Inc.",Metal Fabrication,426279403
MED,"Medifast, Inc.",Personal Services,111097321
MEDP,"Medpace Holdings, Inc.",Diagnostics & Research,11821371995
MEG,"Montrose Environmental Group, Inc.",Waste Management,774248284
MEGL,Magic Empire Global Limited,Capital Markets,4658926
MEHA,Functional Brands Inc.,Packaged Foods,3266337
MEI,"Methode Electronics, Inc.",Electronic Components,310530344
MELI,"MercadoLibre, Inc.",Internet Retail,101749244274
MENS,Jyong Biotech Ltd.,Biotechnology,113043112
MEOH,Methanex Corporation,Chemicals,3808471684
MERC,Mercer International Inc.,Paper & Paper Products,113680316
MESH,Meshflow Acquisition Corp.,Shell Companies,416640000
MESO,Mesoblast Limited,Biotechnology,2243145131
MET,"MetLife, Inc.",Insurance - Life,50694008000
META,"Meta Platforms, Inc.",Internet Content & Information,1643730436062
METC,"Ramaco Resources, Inc.",Coking Coal,1079046603
METCB,"Ramaco Resources, Inc.",Coking Coal,1258556769
MEVO,M Evo Global Acquisition Corp II,Shell Companies,391170000
MFA,"MFA Financial, Inc.",REIT - Mortgage,1002539846
MFC,Manulife Financial Corporation,Insurance - Life,63419521138
MFG,"Mizuho Financial Group, Inc.",Banks - Regional,127009201315
MFI,mF International Limited,Software - Application,22378734
MFIC,MidCap Financial Investment Corporation,Asset Management,1049199229
MFIN,Medallion Financial Corp.,Credit Services,231609245
MG,"Mistras Group, Inc.",Security & Protection Services,442305105
MGA,Magna International Inc.,Auto Parts,16251974547
MGEE,"MGE Energy, Inc.",Utilities - Regulated Electric,2965371046
MGIC,Magic Software Enterprises Ltd.,Information Technology Services,927638079
MGIH,Millennium Group International Holdings Limited,Packaging & Containers,17325000
MGLD,"The Marygold Companies, Inc.",Asset Management,44951773
MGM,MGM Resorts International,Resorts & Casinos,8746777065
MGN,Megan Holdings Limited,Engineering & Construction,34125000
MGNI,"Magnite, Inc.",Advertising Agencies,1608856133
MGNX,"MacroGenics, Inc.",Biotechnology,108804675
MGPI,"MGP Ingredients, Inc.",Beverages - Wineries & Distilleries,549393327
MGRC,McGrath RentCorp,Rental & Leasing Services,2840677451
MGRT,Mega Fortune Company Limited,Information Technology Services,169675000
MGRX,"Mangoceuticals, Inc.",Health Information Services,6075497
MGTX,MeiraGTx Holdings plc,Biotechnology,592010489
MGX,"Metagenomi Therapeutics, Inc.",Biotechnology,54442789
MGY,Magnolia Oil & Gas Corporation,Oil & Gas Exploration & Production,4901802974
MGYR,"Magyar Bancorp, Inc.",Banks - Regional,120788070
MH,"McGraw Hill, Inc.",Education & Training Services,2733231737
MHH,"Mastech Digital, Inc.",Staffing & Employment Services,80945531
MHK,"Mohawk Industries, Inc.","Furnishings, Fixtures & Appliances",8251915400
MHO,"M/I Homes, Inc.",Residential Construction,3839124091
MI,NFT Limited,Internet Retail,27605068
MIAX,"Miami International Holdings, Inc.",Capital Markets,3552099608
MICC,The Magnum Ice Cream Company N.V.,Packaged Foods,10004529021
MIDD,The Middleby Corporation,Specialty Industrial Machinery,8262899850
MIGI,Mawson Infrastructure Group Inc.,Capital Markets,9286036
MIMI,Mint Incorporation Limited,Engineering & Construction,7003500
MIND,"MIND Technology, Inc.",Scientific & Technical Instruments,75829508
MINE,Mayfair Gold Corp.,Farm Products,270344119
MIR,"Mirion Technologies, Inc.",Specialty Industrial Machinery,5381434814
MIRA,"MIRA Pharmaceuticals, Inc.",Drug Manufacturers - General,49413783
MIRM,"Mirum Pharmaceuticals, Inc.",Biotechnology,6108354516
MIST,Milestone Pharmaceuticals Inc.,Biotechnology,174213591
MITK,"Mitek Systems, Inc.",Software - Application,521590486
MITQ,"Moving iMage Technologies, Inc.",Communication Equipment,6633777
MITT,"TPG Mortgage Investment Trust, Inc.",REIT - Mortgage,266970816
MKC,"McCormick & Company, Incorporated",Packaged Foods,19233599824
MKC.V,"McCormick & Company, Incorporated",Packaged Foods,18928567737
MKDW,MKDWELL Tech Inc.,Auto Parts,9670837
MKL,Markel Group Inc.,Insurance - Property & Casualty,26248613683
MKLY,McKinley Acquisition Corporation,Shell Companies,244061023
MKSI,MKS Inc.,Scientific & Technical Instruments,16753410205
MKTW,"MarketWise, Inc.",Financial Data & Stock Exchanges,246482657
MKTX,MarketAxess Holdings Inc.,Capital Markets,6596455810
MKZR,"MacKenzie Realty Capital, Inc.",REIT - Diversified,7081307
MLAA,Mountain Lake Acquisition Corp. II,Shell Companies,471844208
MLAB,"Mesa Laboratories, Inc.",Scientific & Technical Instruments,489664176
MLAC,Mountain Lake Acquisition Corp.,Shell Companies,324181550
MLCI,Mount Logan Capital Inc.,Asset Management,75483511
MLCO,Melco Resorts & Entertainment Limited,Resorts & Casinos,2105668293
MLEC,Moolec Science SA,Biotechnology,3681418
MLGO,MicroAlgo Inc.,Software - Infrastructure,42398564
MLI,"Mueller Industries, Inc.",Metal Fabrication,13193970044
MLKN,"MillerKnoll, Inc.","Furnishings, Fixtures & Appliances",1490579563
MLM,"Martin Marietta Materials, Inc.",Building Materials,39806935880
MLP,"Maui Land & Pineapple Company, Inc.",Real Estate Services,332845214
MLR,"Miller Industries, Inc.",Auto Parts,502639362
MLSS,Milestone Scientific Inc.,Medical Instruments & Supplies,20522146
MLTX,MoonLake Immunotherapeutics,Biotechnology,1114141568
MLYS,"Mineralys Therapeutics, Inc.",Biotechnology,2207213373
MMA,Mixed Martial Arts Group Limited,Leisure,17081884
MMI,"Marcus & Millichap, Inc.",Real Estate Services,973121118
MMLP,Martin Midstream Partners L.P.,Oil & Gas Midstream,108007283
MMM,3M Company,Conglomerates,91967087000
MMS,"Maximus, Inc.",Specialty Business Services,4020775537
MMSI,"Merit Medical Systems, Inc.",Medical Instruments & Supplies,4675628957
MMTX,Miluna Acquisition Corp,Shell Companies,88281000
MMYT,MakeMyTrip Limited,Travel Services,5569652842
MNDO,MIND C.T.I. Ltd,Software - Application,22912117
MNDR,Mobile-health Network Solutions,Health Information Services,1444577
MNDY,monday.com Ltd.,Software - Application,3795734147
MNKD,MannKind Corporation,Biotechnology,1728805682
MNOV,"MediciNova, Inc.",Biotechnology,76668144
MNPR,Monopar Therapeutics Inc.,Biotechnology,395943102
MNR,Mach Natural Resources LP,Oil & Gas Exploration & Production,2112022050
MNRO,"Monro, Inc.",Auto Parts,707863583
MNSB,"MainStreet Bancshares, Inc.",Banks - Regional,161655516
MNSO,MINISO Group Holding Limited,Specialty Retail,5808641592
MNST,Monster Beverage Corporation,Beverages - Non-Alcoholic,79304812103
MNTK,"Montauk Renewables, Inc.",Specialty Chemicals,243970098
MNTN,"MNTN, Inc.",Software - Application,801794883
MNTS,Momentus Inc.,Aerospace & Defense,9217252
MNY,MoneyHero Limited,Internet Content & Information,55611763
MO,"Altria Group, Inc.",Tobacco,112487780700
MOB,Mobilicom Limited,Aerospace & Defense,65430488
MOBX,"Mobix Labs, Inc.",Semiconductors,18713603
MOD,Modine Manufacturing Company,Auto Parts,11360936394
MODD,"Modular Medical, Inc.",Medical Devices,34690253
MOFG,"MidWestOne Financial Group, Inc.",Banks - Regional,994158984
MOG.A,Moog Inc.,Aerospace & Defense,10250845692
MOG.B,Moog Inc.,Aerospace & Defense,10217609055
MOGU,MOGU Inc.,Internet Retail,21660149
MOH,"Molina Healthcare, Inc.",Healthcare Plans,6525565000
MOLN,Molecular Partners AG,Biotechnology,170904108
MOMO,Hello Group Inc.,Internet Content & Information,1025639210
MORN,"Morningstar, Inc.",Financial Data & Stock Exchanges,6334307784
MOS,The Mosaic Company,Agricultural Inputs,9449232498
MOV,"Movado Group, Inc.",Luxury Goods,531975035
MOVE,Movano Inc.,Medical Devices,10419015
MP,MP Materials Corp.,Other Industrial Metals & Mining,10155306676
MPAA,"Motorcar Parts of America, Inc.",Auto Parts,182888282
MPB,"Mid Penn Bancorp, Inc.",Banks - Regional,768393748
MPC,Marathon Petroleum Corporation,Oil & Gas Refining & Marketing,58415900000
MPLT,"MapLight Therapeutics, Inc.",Biotechnology,750632458
MPLX,MPLX LP,Oil & Gas Midstream,55977250000
MPT,"Medical Properties Trust, Inc.",REIT - Healthcare Facilities,3344340000
MPTI,"M-tron Industries, Inc.",Electronic Components,218799531
MPU,Mega Matrix Inc.,Entertainment,56829081
MPWR,"Monolithic Power Systems, Inc.",Semiconductors,56304194370
MPX,Marine Products Corporation,Recreational Vehicles,277745627
MQ,"Marqeta, Inc.",Software - Infrastructure,1769198973
MRAM,"Everspin Technologies, Inc.",Semiconductors,250507393
MRBK,Meridian Corporation,Banks - Regional,233620546
MRCC,Monroe Capital Corporation,Asset Management,132814664
MRCY,"Mercury Systems, Inc.",Aerospace & Defense,4816174218
MREO,Mereo BioPharma Group plc,Biotechnology,61854492
MRK,"Merck & Co., Inc.",Drug Manufacturers - General,295956367193
MRKR,"Marker Therapeutics, Inc.",Biotechnology,24009303
MRM,MEDIROM Healthcare Technologies Inc.,Personal Services,10430575
MRNA,"Moderna, Inc.",Biotechnology,15672326140
MRNO,Murano Global Investments Plc,Real Estate - Development,66290546
MRP,"Millrose Properties, Inc.",REIT - Residential,5220809981
MRSH,"Marsh & McLennan Companies, Inc.",Insurance Brokers,83913256772
MRT,"Marti Technologies, Inc.",Software - Application,164603718
MRTN,"Marten Transport, Ltd.",Trucking,1078802962
MRVI,"Maravai LifeSciences Holdings, Inc.",Biotechnology,772234630
MRVL,"Marvell Technology, Inc.",Semiconductors,68205756672
MRX,Marex Group plc,Capital Markets,2900261845
MS,Morgan Stanley,Capital Markets,266038980000
MSA,MSA Safety Incorporated,Security & Protection Services,7951000548
MSAI,"MultiSensor AI Holdings, Inc.",Software - Infrastructure,22918147
MSB,Mesabi Trust,Steel,446473940
MSBI,"Midland States Bancorp, Inc.",Banks - Regional,490928914
MSC,Studio City International Holdings Limited,Resorts & Casinos,635540978
MSCI,MSCI Inc.,Financial Data & Stock Exchanges,38369614213
MSDL,Morgan Stanley Direct Lending Fund,Asset Management,1406281762
MSEX,Middlesex Water Company,Utilities - Regulated Water,980944952
MSFT,Microsoft Corporation,Software - Infrastructure,2983914787900
MSGE,Madison Square Garden Entertainment Corp.,Leisure,2843476905
MSGM,Motorsport Games Inc.,Electronic Gaming & Multimedia,16504963
MSGS,Madison Square Garden Sports Corp.,Entertainment,6696088441
MSGY,Masonglory Limited,Engineering & Construction,9759773
MSI,"Motorola Solutions, Inc.",Communication Equipment,75522698293
MSIF,"MSC Income Fund, Inc.",Asset Management,610308506
MSM,"MSC Industrial Direct Co., Inc.",Industrial Distribution,5136136376
MSN,Emerson Radio Corp.,Consumer Electronics,7733175
MSS,Maison Solutions Inc.,Grocery Stores,7798485
MSTR,Strategy Inc,Software - Application,40868950716
MSW,Ming Shing Group Holdings Limited,Engineering & Construction,12196500
MT,ArcelorMittal S.A.,Steel,47367138957
MTA,Metalla Royalty & Streaming Ltd.,Other Precious Metals & Mining,732884348
MTB,M&T Bank Corporation,Banks - Regional,35135776000
MTC,"MMTec, Inc.",Software - Application,103313997
MTCH,"Match Group, Inc.",Internet Content & Information,6951251000
MTD,Mettler-Toledo International Inc.,Diagnostics & Research,27600063480
MTDR,Matador Resources Company,Oil & Gas Exploration & Production,5820838276
MTEK,Maris-Tech Ltd.,Electronic Components,12270338
MTEN,Mingteng International Corporation Inc.,Metal Fabrication,2053177
MTEX,"Mannatech, Incorporated",Food Distribution,13705705
MTG,MGIC Investment Corporation,Insurance - Specialty,6015043140
MTH,Meritage Homes Corporation,Residential Construction,5236054976
MTLS,Materialise NV,Software - Application,321310543
MTN,"Vail Resorts, Inc.",Resorts & Casinos,4898749485
MTNB,"Matinas BioPharma Holdings, Inc.",Biotechnology,3909698
MTR,Mesa Royalty Trust,Oil & Gas Exploration & Production,9094319
MTRN,Materion Corporation,Other Industrial Metals & Mining,3296505819
MTRX,Matrix Service Company,Engineering & Construction,318976113
MTSI,"MACOM Technology Solutions Holdings, Inc.",Semiconductors,17927485770
MTUS,Metallus Inc.,Steel,862130036
MTVA,MetaVia Inc.,Biotechnology,5325635
MTW,"The Manitowoc Company, Inc.",Farm & Heavy Construction Machinery,488823700
MTX,Minerals Technologies Inc.,Specialty Chemicals,2287437609
MTZ,"MasTec, Inc.",Engineering & Construction,20597752296
MU,"Micron Technology, Inc.",Semiconductors,465927068776
MUFG,"Mitsubishi UFJ Financial Group, Inc.",Banks - Diversified,228932536922
MUR,Murphy Oil Corporation,Oil & Gas Exploration & Production,4698120000
MUSA,Murphy USA Inc.,Specialty Retail,7144593306
MUX,McEwen Inc.,Other Precious Metals & Mining,1355353424
MUZE,Muzero Acquisition Corp,Shell Companies,263794272
MVBF,MVB Financial Corp.,Banks - Regional,355579732
MVIS,"MicroVision, Inc.",Scientific & Technical Instruments,213258913
MVST,"Microvast Holdings, Inc.",Auto Parts,759101652
MWA,"Mueller Water Products, Inc.",Specialty Industrial Machinery,4677484861
MWG,Multi Ways Holdings Limited,Rental & Leasing Services,11174541
MWH,"SOLV Energy, Inc.",Infrastructure Operations,6160287178
MWYN,"Marwynn Holdings, Inc.","Furnishings, Fixtures & Appliances",15323817
MX,Magnachip Semiconductor Corporation,Semiconductors,109024924
MXC,Mexco Energy Corporation,Oil & Gas Exploration & Production,21196560
MXCT,"MaxCyte, Inc.",Medical Devices,78288057
MXL,"MaxLinear, Inc.",Semiconductors,1630468689
MYE,"Myers Industries, Inc.",Packaging & Containers,812499914
MYFW,"First Western Financial, Inc.",Banks - Regional,250534831
MYGN,"Myriad Genetics, Inc.",Diagnostics & Research,422258161
MYND,"Mynd.ai, Inc.",Education & Training Services,20083662
MYNZ,Mainz Biomed N.V.,Diagnostics & Research,8128888
MYO,"Myomo, Inc.",Medical Devices,31255768
MYPS,"PLAYSTUDIOS, Inc.",Electronic Gaming & Multimedia,54930888
MYRG,MYR Group Inc.,Engineering & Construction,4157170174
MYSE,"Myseum, Inc.",Software - Application,8016939
MYSZ,"My Size, Inc.",Software - Application,2113089
MZTI,The Marzetti Company,Packaged Foods,4340512440
NA,Nano Labs Ltd,Semiconductors,68658057
NAAS,NaaS Technology Inc.,Specialty Retail,27119488
NABL,"N-able, Inc.",Information Technology Services,989410192
NAGE,"Niagen Bioscience, Inc.",Biotechnology,407653718
NAII,"Natural Alternatives International, Inc.",Packaged Foods,20939277
NAK,Northern Dynasty Minerals Ltd.,Other Industrial Metals & Mining,1227888724
NAKA,Nakamoto Inc.,Capital Markets,121618771
NAMI,Jinxin Technology Holding Company,Internet Content & Information,35550937
NAMM,Namib Minerals,Gold,120237441
NAMS,NewAmsterdam Pharma Company N.V.,Biotechnology,3952803427
NAT,Nordic American Tankers Limited,Oil & Gas Midstream,944407957
NATH,"Nathan's Famous, Inc.",Restaurants,412695552
NATL,NCR Atleos Corporation,Software - Application,3050762734
NATR,"Nature's Sunshine Products, Inc.",Packaged Foods,463632420
NAUT,"Nautilus Biotechnology, Inc.",Biotechnology,269029910
NAVI,Navient Corporation,Credit Services,901440000
NAVN,"Navan, Inc.",Software - Application,2536169463
NB,NioCorp Developments Ltd.,Other Industrial Metals & Mining,701798563
NBBK,"NB Bancorp, Inc.",Banks - Regional,793088806
NBHC,National Bank Holdings Corporation,Banks - Regional,1835413591
NBIS,Nebius Group N.V.,Internet Content & Information,22594662030
NBIX,"Neurocrine Biosciences, Inc.",Drug Manufacturers - Specialty & Generic,12273771424
NBN,Northeast Bank,Banks - Regional,1030664219
NBP,NovaBridge Biosciences,Biotechnology,374695851
NBR,Nabors Industries Ltd.,Oil & Gas Drilling,930167603
NBRG,Newbridge Acquisition Limited,Shell Companies,71718775
NBTB,NBT Bancorp Inc.,Banks - Regional,2380341282
NBTX,Nanobiotix S.A.,Biotechnology,1154007825
NBY,"NovaBay Pharmaceuticals, Inc.",Biotechnology,75302688
NC,"NACCO Industries, Inc.",Thermal Coal,409253131
NCDL,Nuveen Churchill Direct Lending Corp.,Asset Management,697345358
NCEL,NewcelX Ltd.,Biotechnology,12489956
NCEW,New Century Logistics (BVI) Limited,Integrated Freight & Logistics,18678125
NCI,Neo-Concept International Group Holdings Limited,Apparel Manufacturing,41232559
NCL,Northann Corp.,"Furnishings, Fixtures & Appliances",3807196
NCLH,Norwegian Cruise Line Holdings Ltd.,Travel Services,10584736619
NCMI,"National CineMedia, Inc.",Advertising Agencies,304951293
NCNA,NuCana plc,Biotechnology,8656692
NCNO,"nCino, Inc.",Software - Application,1817756743
NCPL,Netcapital Inc.,Capital Markets,4410519
NCRA,"Nocera, Inc.",Packaged Foods,6614739
NCSM,"NCS Multistage Holdings, Inc.",Oil & Gas Equipment & Services,98181149
NCT,Intercont (Cayman) Limited,Marine Shipping,6176119
NCTY,The9 Limited,Capital Markets,71914874
NDAQ,"Nasdaq, Inc.",Financial Data & Stock Exchanges,45114349161
NDLS,Noodles & Company,Restaurants,23408973
NDRA,ENDRA Life Sciences Inc.,Diagnostics & Research,4245845
NDSN,Nordson Corporation,Specialty Industrial Machinery,16414131486
NE,Noble Corporation plc,Oil & Gas Drilling,6763693295
NECB,"Northeast Community Bancorp, Inc.",Banks - Regional,342966018
NEE,"NextEra Energy, Inc.",Utilities - Regulated Electric,191454308250
